,bandwidth,startTime,sendTime,1,2
3344,631,10,42,0.0,15.0
3345,50,18,31,0.0,18.0
3346,46,40,12,0.0,40.0
3347,706,41,41,0.0,41.0
3348,180,44,41,0.0,44.0
3349,220,22,21,0.0,22.0
3350,255,32,33,0.0,32.0
3351,277,18,40,0.0,18.0
3352,338,8,37,0.0,8.0
3353,319,47,40,0.0,47.0
3354,998,0,49,3.0,0.0
3355,356,37,45,0.0,37.0
3356,756,34,18,0.0,34.0
3357,114,25,18,0.0,25.0
3358,798,23,11,0.0,23.0
3359,555,39,24,0.0,39.0
3360,141,36,49,3.0,50.0
3361,846,50,26,0.0,50.0
3362,299,19,18,0.0,19.0
3363,910,41,17,0.0,41.0
3364,626,14,43,0.0,18.0
3365,163,46,18,0.0,46.0
3366,471,12,22,0.0,12.0
3367,636,19,38,0.0,19.0
3368,642,49,32,0.0,49.0
3369,518,50,13,0.0,50.0
3370,870,50,44,0.0,50.0
3371,360,32,18,0.0,32.0
3372,928,24,43,0.0,24.0
3373,502,10,35,0.0,10.0
3374,412,41,6,0.0,41.0
3375,217,24,50,0.0,54.0
3376,895,44,43,0.0,44.0
3377,168,38,48,5.0,53.0
3378,258,10,33,0.0,10.0
3379,712,33,31,0.0,33.0
3380,531,47,5,0.0,47.0
3381,517,0,16,6.0,2.0
3382,16,32,28,0.0,32.0
3383,49,19,39,0.0,19.0
3384,156,2,32,0.0,5.0
3385,781,47,34,0.0,47.0
3386,298,4,19,0.0,4.0
3387,756,11,20,0.0,11.0
3388,178,0,10,1.0,2.0
3389,994,34,47,2.0,156.0
3390,672,33,23,0.0,33.0
3391,194,9,44,0.0,24.0
3392,905,3,23,1.0,3.0
3393,331,3,14,7.0,3.0
3394,138,37,14,0.0,37.0
3395,925,37,44,0.0,37.0
3396,864,34,37,0.0,34.0
3397,380,47,21,0.0,47.0
3398,69,41,13,0.0,41.0
3399,43,31,3,0.0,31.0
3400,292,16,6,0.0,16.0
3401,176,25,36,0.0,25.0
3402,59,31,25,0.0,31.0
3403,964,3,29,0.0,4.0
3404,212,48,34,0.0,48.0
3405,581,38,12,0.0,38.0
3406,665,42,21,0.0,42.0
3407,632,38,6,0.0,38.0
3408,225,23,7,0.0,23.0
3409,718,10,15,0.0,10.0
3410,579,40,3,0.0,40.0
3411,790,22,6,0.0,22.0
3412,176,7,25,0.0,7.0
3413,331,40,10,0.0,40.0
3414,536,6,17,0.0,6.0
3415,399,37,1,0.0,37.0
3416,213,37,12,0.0,37.0
3417,740,43,13,0.0,43.0
3418,354,42,9,0.0,42.0
3419,911,36,42,0.0,36.0
3420,886,19,34,0.0,19.0
3421,343,21,48,3.0,62.0
3422,753,44,30,0.0,44.0
3423,475,31,37,0.0,31.0
3424,624,4,33,0.0,5.0
3425,345,35,6,0.0,35.0
3426,845,0,18,5.0,2.0
3427,732,0,31,0.0,4.0
3428,272,31,48,0.0,59.0
3429,160,27,31,0.0,27.0
3430,756,24,6,0.0,24.0
3431,176,16,25,0.0,16.0
3432,474,14,42,0.0,16.0
3433,419,23,19,0.0,23.0
3434,129,7,49,7.0,7.0
3435,95,36,19,0.0,36.0
3436,538,9,3,0.0,9.0
3437,127,3,32,0.0,5.0
3438,830,20,28,0.0,20.0
3439,958,44,10,0.0,44.0
3440,551,41,19,0.0,41.0
3441,810,37,44,0.0,37.0
3442,586,38,4,0.0,38.0
3443,225,22,7,0.0,22.0
3444,347,30,21,0.0,30.0
3445,643,21,16,0.0,21.0
3446,931,42,1,0.0,42.0
3447,679,47,15,0.0,47.0
3448,757,26,2,0.0,26.0
3449,956,20,41,0.0,20.0
3450,229,18,10,0.0,18.0
3451,992,8,11,0.0,8.0
3452,865,21,31,0.0,21.0
3453,594,4,5,0.0,4.0
3454,468,34,45,0.0,34.0
3455,206,31,28,0.0,31.0
3456,997,4,39,0.0,9.0
3457,588,15,24,0.0,15.0
3458,230,35,22,0.0,35.0
3459,565,14,13,0.0,14.0
3460,505,49,28,0.0,49.0
3461,107,45,25,0.0,45.0
3462,182,34,13,0.0,34.0
3463,143,33,21,0.0,33.0
3464,205,17,17,0.0,17.0
3465,208,37,2,0.0,37.0
3466,374,11,11,0.0,11.0
3467,497,32,24,0.0,32.0
3468,521,9,9,0.0,9.0
3469,941,11,1,0.0,11.0
3470,183,8,26,0.0,8.0
3471,207,15,8,0.0,15.0
3472,749,12,39,0.0,12.0
3473,302,15,30,0.0,15.0
3474,20,28,33,0.0,28.0
3475,619,28,9,0.0,28.0
3476,883,44,24,0.0,44.0
3477,952,31,13,0.0,31.0
3478,858,17,41,0.0,17.0
3479,850,42,48,1.0,127.0
3480,292,0,50,3.0,0.0
3481,801,18,43,0.0,19.0
3482,201,26,24,0.0,26.0
3483,458,18,34,0.0,18.0
3484,304,9,24,0.0,9.0
3485,455,41,12,0.0,41.0
3486,731,15,36,0.0,15.0
3487,500,9,10,0.0,9.0
3488,603,2,28,0.0,4.0
3489,482,22,3,0.0,22.0
3490,351,26,47,0.0,45.0
3491,47,34,30,0.0,34.0
3492,884,35,36,0.0,35.0
3493,123,40,8,0.0,40.0
3494,983,38,18,0.0,38.0
3495,748,39,44,0.0,39.0
3496,751,29,43,0.0,29.0
3497,861,33,22,0.0,33.0
3498,551,41,28,0.0,41.0
3499,311,33,27,0.0,33.0
3500,825,31,10,0.0,31.0
3501,574,19,30,0.0,19.0
3502,457,21,16,0.0,21.0
3503,267,0,16,6.0,2.0
3504,787,9,4,0.0,9.0
3505,481,28,25,0.0,28.0
3506,983,44,38,0.0,44.0
3507,715,7,18,0.0,7.0
3508,705,40,2,0.0,40.0
3509,407,10,4,0.0,10.0
3510,872,18,11,0.0,18.0
3511,188,31,30,0.0,31.0
3512,602,45,47,0.0,46.0
3513,83,31,35,0.0,31.0
3514,204,0,4,7.0,1.0
3515,558,29,48,2.0,83.0
3516,496,3,16,2.0,3.0
3517,519,47,33,0.0,47.0
3518,609,21,17,0.0,21.0
3519,308,33,33,0.0,33.0
3520,63,5,8,0.0,5.0
3521,60,50,7,0.0,50.0
3522,106,1,9,2.0,2.0
3523,91,46,33,0.0,46.0
3524,164,16,9,0.0,16.0
3525,159,41,49,7.0,52.0
3526,523,17,16,0.0,17.0
3527,372,12,38,0.0,12.0
3528,509,3,32,0.0,5.0
3529,96,21,21,0.0,21.0
3530,594,5,20,0.0,5.0
3531,114,21,42,0.0,21.0
3532,719,23,20,0.0,23.0
3533,657,10,23,0.0,10.0
3534,323,42,44,0.0,42.0
3535,769,1,26,4.0,3.0
3536,43,44,15,0.0,44.0
3537,142,22,4,0.0,22.0
3538,896,28,20,0.0,28.0
3539,660,48,46,0.0,48.0
3540,388,11,6,0.0,11.0
3541,712,32,18,0.0,32.0
3542,900,41,37,0.0,41.0
3543,525,1,22,4.0,3.0
3544,688,19,42,0.0,19.0
3545,821,12,39,0.0,12.0
3546,163,15,26,0.0,15.0
3547,742,44,31,0.0,44.0
3548,64,42,8,0.0,42.0
3549,508,11,24,0.0,11.0
3550,858,11,30,0.0,11.0
3551,743,30,33,0.0,30.0
3552,259,46,49,0.0,58.0
3553,231,29,46,0.0,34.0
3554,914,27,25,0.0,27.0
3555,108,48,13,0.0,48.0
3556,610,38,24,0.0,38.0
3557,624,8,47,0.0,8.0
3558,687,28,32,0.0,28.0
3559,214,9,48,0.0,9.0
3560,593,27,13,0.0,27.0
3561,561,22,23,0.0,22.0
3562,533,27,40,0.0,27.0
3563,264,44,27,0.0,44.0
3564,489,43,23,0.0,43.0
3565,558,8,31,0.0,8.0
3566,517,25,47,0.0,46.0
3567,104,14,8,0.0,14.0
3568,221,41,34,0.0,41.0
3569,598,23,44,0.0,24.0
3570,621,20,48,1.0,90.0
3571,757,43,10,0.0,43.0
3572,245,41,34,0.0,41.0
3573,764,35,12,0.0,35.0
3574,230,41,3,0.0,41.0
3575,141,15,5,0.0,15.0
3576,189,3,33,0.0,5.0
3577,636,2,6,5.0,2.0
3578,627,8,49,0.0,8.0
3579,606,3,36,0.0,7.0
3580,851,10,42,0.0,15.0
3581,560,35,4,0.0,35.0
3582,44,1,49,0.0,1.0
3583,77,39,15,0.0,39.0
3584,651,27,40,0.0,27.0
3585,296,7,44,0.0,22.0
3586,642,46,13,0.0,46.0
3587,529,43,4,0.0,43.0
3588,747,48,4,0.0,48.0
3589,640,1,25,1.0,3.0
3590,596,40,13,0.0,40.0
3591,441,3,44,0.0,22.0
3592,865,39,48,2.0,133.0
3593,708,41,14,0.0,41.0
3594,576,11,48,6.0,11.0
3595,100,4,2,7.0,4.0
3596,262,31,21,0.0,31.0
3597,615,16,28,0.0,16.0
3598,193,50,28,0.0,50.0
3599,12,14,25,0.0,14.0
3600,652,18,9,0.0,18.0
3601,715,45,35,0.0,45.0
3602,795,28,28,0.0,28.0
3603,390,8,34,0.0,8.0
3604,757,47,21,0.0,47.0
3605,210,32,16,0.0,32.0
3606,1000,17,1,0.0,17.0
3607,914,0,1,0.0,1.0
3608,739,18,12,0.0,18.0
3609,774,32,3,0.0,32.0
3610,319,13,13,0.0,13.0
3611,273,45,46,0.0,45.0
3612,536,2,5,5.0,2.0
3613,445,14,12,0.0,14.0
3614,822,44,8,0.0,44.0
3615,811,19,44,0.0,26.0
3616,184,50,18,0.0,50.0
3617,680,48,47,0.0,48.0
3618,329,24,31,0.0,24.0
3619,207,23,40,0.0,23.0
3620,991,22,37,0.0,22.0
3621,933,28,21,0.0,28.0
3622,297,21,33,0.0,21.0
3623,853,23,15,0.0,23.0
3624,804,14,46,0.0,33.0
3625,413,47,8,0.0,47.0
3626,559,1,39,0.0,10.0
3627,723,6,19,0.0,6.0
3628,439,8,35,0.0,8.0
3629,129,25,49,3.0,49.0
3630,525,11,31,0.0,11.0
3631,662,0,19,6.0,3.0
3632,438,31,2,0.0,31.0
3633,80,1,47,1.0,1.0
3634,887,39,43,0.0,39.0
3635,918,34,42,0.0,34.0
3636,445,39,17,0.0,39.0
3637,653,14,18,0.0,14.0
3638,118,11,33,0.0,11.0
3639,186,5,25,0.0,5.0
3640,855,8,47,1.0,8.0
3641,823,24,42,0.0,24.0
3642,630,12,8,0.0,12.0
3643,616,34,20,0.0,34.0
3644,499,21,46,0.0,36.0
3645,93,36,23,0.0,36.0
3646,276,38,19,0.0,38.0
3647,211,48,19,0.0,48.0
3648,669,34,45,0.0,34.0
3649,185,5,43,0.0,18.0
3650,723,36,40,0.0,36.0
3651,244,40,42,0.0,40.0
3652,797,34,31,0.0,34.0
3653,503,10,10,0.0,10.0
3654,772,8,8,0.0,8.0
3655,447,30,36,0.0,30.0
3656,607,23,34,0.0,23.0
3657,623,5,24,0.0,5.0
3658,504,30,29,0.0,30.0
3659,959,14,48,2.0,14.0
3660,800,39,44,0.0,39.0
3661,493,37,38,0.0,37.0
3662,921,35,18,0.0,35.0
3663,771,46,49,2.0,109.0
3664,537,3,26,1.0,3.0
3665,639,40,16,0.0,40.0
3666,730,7,3,0.0,7.0
3667,240,12,40,0.0,12.0
3668,153,21,25,0.0,21.0
3669,731,10,5,0.0,10.0
3670,899,19,3,0.0,19.0
3671,962,25,43,0.0,25.0
3672,25,36,15,0.0,36.0
3673,122,44,14,0.0,44.0
3674,763,28,43,0.0,28.0
3675,508,9,36,0.0,9.0
3676,77,1,29,0.0,4.0
3677,520,36,28,0.0,36.0
3678,851,10,27,0.0,10.0
3679,351,26,44,0.0,26.0
3680,250,47,41,0.0,47.0
3681,609,47,20,0.0,47.0
3682,183,6,18,0.0,6.0
3683,558,10,48,1.0,10.0
3684,237,5,32,0.0,5.0
3685,657,19,42,0.0,19.0
3686,543,50,16,0.0,50.0
3687,276,22,37,0.0,22.0
3688,475,40,25,0.0,40.0
3689,150,12,45,0.0,28.0
3690,486,1,16,0.0,2.0
3691,83,17,37,0.0,17.0
3692,241,23,2,0.0,23.0
3693,436,33,11,0.0,33.0
3694,895,29,25,0.0,29.0
3695,639,17,6,0.0,17.0
3696,175,33,42,0.0,33.0
3697,111,37,27,0.0,37.0
3698,142,1,37,0.0,7.0
3699,830,44,18,0.0,44.0
3700,630,44,45,0.0,44.0
3701,567,27,13,0.0,27.0
3702,711,45,31,0.0,45.0
3703,392,22,45,0.0,32.0
3704,649,3,22,3.0,3.0
3705,319,5,46,0.0,34.0
3706,185,15,11,0.0,15.0
3707,529,22,44,0.0,23.0
3708,713,21,49,0.0,103.0
3709,922,24,20,0.0,24.0
3710,570,4,9,0.0,4.0
3711,273,45,20,0.0,45.0
3712,18,46,26,0.0,46.0
3713,926,5,12,0.0,5.0
3714,409,41,33,0.0,41.0
3715,871,27,9,0.0,27.0
3716,650,3,8,4.0,3.0
3717,178,21,37,0.0,21.0
3718,423,16,39,0.0,16.0
3719,976,8,45,0.0,28.0
3720,421,49,41,0.0,49.0
3721,218,3,30,0.0,4.0
3722,216,7,1,0.0,7.0
3723,243,30,2,0.0,30.0
3724,759,20,41,0.0,20.0
3725,734,34,50,6.0,104.0
3726,449,50,16,0.0,50.0
3727,640,7,41,0.0,12.0
3728,21,22,38,0.0,22.0
3729,705,43,40,0.0,43.0
3730,467,3,10,6.0,3.0
3731,627,25,12,0.0,25.0
3732,356,11,32,0.0,11.0
3733,295,45,18,0.0,45.0
3734,98,48,44,0.0,48.0
3735,19,12,49,0.0,12.0
3736,998,41,45,0.0,41.0
3737,470,38,18,0.0,38.0
3738,222,42,12,0.0,42.0
3739,941,0,46,0.0,34.0
3740,157,13,43,0.0,21.0
3741,395,6,21,0.0,6.0
3742,311,22,16,0.0,22.0
3743,16,20,26,0.0,20.0
3744,768,23,48,1.0,108.0
3745,964,30,46,0.0,37.0
3746,741,33,14,0.0,33.0
3747,737,5,21,0.0,5.0
3748,229,45,41,0.0,45.0
3749,868,10,30,0.0,10.0
3750,859,47,1,0.0,47.0
3751,580,35,28,0.0,35.0
3752,394,38,46,0.0,38.0
3753,569,43,6,0.0,43.0
3754,318,5,6,0.0,5.0
3755,405,16,44,0.0,24.0
3756,758,35,41,0.0,35.0
3757,91,14,24,0.0,14.0
3758,894,27,40,0.0,27.0
3759,493,40,31,0.0,40.0
3760,412,30,37,0.0,30.0
3761,672,8,12,0.0,8.0
3762,428,40,17,0.0,40.0
3763,724,12,36,0.0,12.0
3764,721,10,37,0.0,10.0
3765,531,18,44,0.0,24.0
3766,975,4,34,0.0,6.0
3767,100,1,39,0.0,9.0
3768,463,7,21,0.0,7.0
3769,729,28,6,0.0,28.0
3770,921,24,24,0.0,24.0
3771,712,1,49,7.0,1.0
3772,719,33,39,0.0,33.0
3773,887,4,12,0.0,4.0
3774,643,21,35,0.0,21.0
3775,173,20,24,0.0,20.0
3776,551,46,24,0.0,46.0
3777,914,49,19,0.0,49.0
3778,409,6,16,0.0,6.0
3779,111,29,5,0.0,29.0
3780,202,28,45,0.0,29.0
3781,641,21,20,0.0,21.0
3782,235,28,50,7.0,55.0
3783,91,32,11,0.0,32.0
3784,797,3,38,0.0,8.0
3785,774,8,37,0.0,8.0
3786,272,20,13,0.0,20.0
3787,870,42,45,0.0,42.0
3788,72,38,6,0.0,38.0
3789,189,7,7,0.0,7.0
3790,739,37,41,0.0,37.0
3791,365,32,40,0.0,32.0
3792,533,33,11,0.0,33.0
3793,178,29,25,0.0,29.0
3794,589,14,46,0.0,38.0
3795,515,35,29,0.0,35.0
3796,19,17,27,0.0,17.0
3797,132,26,44,0.0,26.0
3798,162,10,9,0.0,10.0
3799,698,29,11,0.0,29.0
3800,347,43,27,0.0,43.0
3801,445,21,21,0.0,21.0
3802,625,33,50,0.0,90.0
3803,660,6,26,0.0,6.0
3804,95,19,7,0.0,19.0
3805,681,44,19,0.0,44.0
3806,447,31,32,0.0,31.0
3807,475,8,46,0.0,33.0
3808,678,19,2,0.0,19.0
3809,925,9,30,0.0,9.0
3810,13,25,29,0.0,25.0
3811,114,5,5,0.0,5.0
3812,743,24,50,0.0,106.0
3813,656,3,9,6.0,3.0
3814,824,30,47,6.0,119.0
3815,513,13,45,0.0,31.0
3816,279,20,37,0.0,20.0
3817,499,26,37,0.0,26.0
3818,280,44,44,0.0,44.0
3819,680,18,17,0.0,18.0
3820,19,8,37,0.0,8.0
3821,898,27,49,7.0,140.0
3822,107,19,3,0.0,19.0
3823,340,9,2,0.0,9.0
3824,623,20,16,0.0,20.0
3825,59,10,28,0.0,10.0
3826,884,32,26,0.0,32.0
3827,654,45,10,0.0,45.0
3828,159,48,1,0.0,48.0
3829,721,7,3,0.0,7.0
3830,906,43,41,0.0,43.0
3831,875,45,10,0.0,45.0
3832,155,25,32,0.0,25.0
3833,389,14,10,0.0,14.0
3834,51,2,39,0.0,9.0
3835,140,44,28,0.0,44.0
3836,916,20,22,0.0,20.0
3837,854,31,2,0.0,31.0
3838,143,46,8,0.0,46.0
3839,170,21,16,0.0,21.0
3840,877,26,31,0.0,26.0
3841,599,32,17,0.0,32.0
3842,152,19,34,0.0,19.0
3843,360,45,35,0.0,45.0
3844,128,47,29,0.0,47.0
3845,796,26,27,0.0,26.0
3846,285,45,24,0.0,45.0
3847,680,33,22,0.0,33.0
3848,280,26,14,0.0,26.0
3849,692,15,13,0.0,15.0
3850,730,13,19,0.0,13.0
3851,705,43,37,0.0,43.0
3852,598,15,34,0.0,15.0
3853,251,20,26,0.0,20.0
3854,597,40,6,0.0,40.0
3855,362,22,47,0.0,46.0
3856,292,38,24,0.0,38.0
3857,885,9,41,0.0,14.0
3858,686,50,45,,
3859,187,20,37,0.0,20.0
3860,529,28,19,0.0,28.0
3861,130,7,15,0.0,7.0
3862,163,24,47,0.0,43.0
3863,583,26,14,0.0,26.0
3864,574,7,16,0.0,7.0
3865,364,38,11,0.0,38.0
3866,885,36,41,0.0,36.0
3867,914,47,23,0.0,47.0
3868,697,20,9,0.0,20.0
3869,356,30,1,0.0,30.0
3870,22,31,40,0.0,31.0
3871,173,23,14,0.0,23.0
3872,933,32,41,0.0,32.0
3873,803,20,2,0.0,20.0
3874,53,39,3,0.0,39.0
3875,177,0,4,2.0,1.0
3876,57,49,28,0.0,49.0
3877,746,13,27,0.0,13.0
3878,25,26,32,0.0,26.0
3879,262,46,1,0.0,46.0
3880,591,45,19,0.0,45.0
3881,408,34,4,0.0,34.0
3882,885,23,19,0.0,23.0
3883,86,45,2,0.0,45.0
3884,88,33,15,0.0,33.0
3885,787,9,40,0.0,11.0
3886,388,20,31,0.0,20.0
3887,863,5,1,0.0,5.0
3888,555,16,29,0.0,16.0
3889,57,22,15,0.0,22.0
3890,970,8,22,0.0,8.0
3891,698,29,10,0.0,29.0
3892,20,46,31,0.0,46.0
3893,156,25,14,0.0,25.0
3894,340,42,31,0.0,42.0
3895,922,43,23,0.0,43.0
3896,401,32,17,0.0,32.0
3897,307,33,5,0.0,33.0
3898,199,40,18,0.0,40.0
3899,463,8,18,0.0,8.0
3900,576,27,10,0.0,27.0
3901,349,19,28,0.0,19.0
3902,36,12,18,0.0,12.0
3903,529,5,23,0.0,5.0
3904,97,46,36,0.0,46.0
3905,326,4,10,0.0,4.0
3906,957,27,30,0.0,27.0
3907,378,50,20,0.0,50.0
3908,526,1,49,4.0,1.0
3909,810,33,15,0.0,33.0
3910,977,41,33,0.0,41.0
3911,595,29,21,0.0,29.0
3912,210,36,17,0.0,36.0
3913,927,31,11,0.0,31.0
3914,186,3,33,0.0,5.0
3915,675,10,31,0.0,10.0
3916,320,21,31,0.0,21.0
3917,607,29,14,0.0,29.0
3918,98,28,20,0.0,28.0
3919,152,18,35,0.0,18.0
3920,460,5,29,0.0,5.0
3921,342,24,20,0.0,24.0
3922,938,43,7,0.0,43.0
3923,24,12,48,0.0,12.0
3924,351,41,6,0.0,41.0
3925,369,42,22,0.0,42.0
3926,471,9,21,0.0,9.0
3927,129,44,37,0.0,44.0
3928,299,44,45,0.0,44.0
3929,668,18,38,0.0,18.0
3930,318,39,30,0.0,39.0
3931,870,26,17,0.0,26.0
3932,356,39,32,0.0,39.0
3933,113,46,1,0.0,46.0
3934,527,49,43,0.0,49.0
3935,419,45,33,0.0,45.0
3936,489,27,39,0.0,27.0
3937,297,42,4,0.0,42.0
3938,795,27,19,0.0,27.0
3939,853,32,43,0.0,32.0
3940,212,6,5,0.0,6.0
3941,202,48,34,0.0,48.0
3942,681,42,6,0.0,42.0
3943,83,46,34,0.0,46.0
3944,72,34,37,0.0,34.0
3945,683,22,27,0.0,22.0
3946,381,7,26,0.0,7.0
3947,159,34,45,0.0,34.0
3948,875,20,43,0.0,21.0
3949,848,46,49,4.0,125.0
3950,265,40,48,6.0,59.0
3951,594,31,17,0.0,31.0
3952,561,41,17,0.0,41.0
3953,287,28,18,0.0,28.0
3954,752,46,22,0.0,46.0
3955,985,40,41,0.0,40.0
3956,349,20,4,0.0,20.0
3957,61,33,20,0.0,33.0
3958,117,43,32,0.0,43.0
3959,952,9,50,1.0,9.0
3960,89,3,17,0.0,3.0
3961,109,11,39,0.0,11.0
3962,624,49,23,0.0,49.0
3963,641,36,50,1.0,93.0
3964,613,4,42,0.0,16.0
3965,644,38,30,0.0,38.0
3966,840,28,45,0.0,29.0
3967,352,19,37,0.0,19.0
3968,409,9,24,0.0,9.0
3969,469,0,5,6.0,2.0
3970,985,47,14,0.0,47.0
3971,516,39,29,0.0,39.0
3972,122,17,22,0.0,17.0
3973,319,15,50,2.0,15.0
3974,21,26,49,2.0,26.0
3975,918,27,12,0.0,27.0
3976,429,21,36,0.0,21.0
3977,613,34,7,0.0,34.0
3978,553,6,30,0.0,6.0
3979,991,19,38,0.0,19.0
3980,842,13,39,0.0,13.0
3981,100,11,38,0.0,11.0
3982,731,11,41,0.0,14.0
3983,523,41,46,0.0,41.0
3984,417,14,28,0.0,14.0
3985,402,20,48,7.0,64.0
3986,408,42,5,0.0,42.0
3987,754,26,25,0.0,26.0
3988,42,50,31,0.0,50.0
3989,757,21,15,0.0,21.0
3990,177,29,47,0.0,43.0
3991,664,43,15,0.0,43.0
3992,754,30,25,0.0,30.0
3993,246,37,3,0.0,37.0
3994,310,29,9,0.0,29.0
3995,280,6,21,0.0,6.0
3996,297,40,15,0.0,40.0
3997,734,0,37,0.0,8.0
3998,547,5,18,0.0,5.0
3999,672,26,47,0.0,47.0
4000,637,48,32,0.0,48.0
4001,205,32,32,0.0,32.0
4002,307,21,21,0.0,21.0
4003,742,38,4,0.0,38.0
4004,352,28,26,0.0,28.0
4005,603,7,16,0.0,7.0
4006,668,25,38,0.0,25.0
4007,459,46,31,0.0,46.0
4008,759,46,29,0.0,46.0
4009,767,49,19,0.0,49.0
4010,608,42,31,0.0,42.0
4011,112,23,41,0.0,23.0
4012,655,0,23,1.0,3.0
4013,335,38,12,0.0,38.0
4014,931,12,21,0.0,12.0
4015,784,5,27,0.0,5.0
4016,758,48,17,0.0,48.0
4017,449,36,16,0.0,36.0
4018,529,0,21,2.0,3.0
4019,260,49,35,0.0,49.0
4020,998,33,17,0.0,33.0
4021,728,30,44,0.0,30.0
4022,823,39,26,0.0,39.0
4023,369,16,42,0.0,16.0
4024,449,27,49,6.0,71.0
4025,989,24,41,0.0,24.0
4026,218,15,50,2.0,15.0
4027,336,17,30,0.0,17.0
4028,165,10,34,0.0,10.0
4029,473,7,47,0.0,7.0
4030,89,32,4,0.0,32.0
4031,465,31,38,0.0,31.0
4032,272,13,48,6.0,13.0
4033,290,42,6,0.0,42.0
4034,619,12,44,0.0,25.0
4035,861,13,45,0.0,28.0
4036,103,41,7,0.0,41.0
4037,950,7,2,0.0,7.0
4038,572,43,24,0.0,43.0
4039,660,32,13,0.0,32.0
4040,816,23,38,0.0,23.0
4041,126,0,29,0.0,4.0
4042,791,22,8,0.0,22.0
4043,864,27,10,0.0,27.0
4044,285,26,5,0.0,26.0
4045,355,42,40,0.0,42.0
4046,762,33,46,0.0,34.0
4047,196,27,36,0.0,27.0
4048,775,50,32,0.0,50.0
4049,624,1,18,2.0,2.0
4050,318,29,19,0.0,29.0
4051,858,1,50,3.0,1.0
4052,545,48,27,0.0,48.0
4053,820,13,16,0.0,13.0
4054,295,0,42,0.0,17.0
4055,17,33,17,0.0,33.0
4056,425,12,25,0.0,12.0
4057,188,24,44,0.0,24.0
4058,575,27,49,6.0,86.0
4059,913,22,44,0.0,27.0
4060,46,0,8,6.0,2.0
4061,921,8,10,0.0,8.0
4062,655,4,33,0.0,5.0
4063,118,11,20,0.0,11.0
4064,405,21,18,0.0,21.0
4065,24,30,39,0.0,30.0
4066,529,45,14,0.0,45.0
4067,937,19,5,0.0,19.0
4068,449,38,39,0.0,38.0
4069,357,27,42,0.0,27.0
4070,803,40,27,0.0,40.0
4071,63,32,1,0.0,32.0
4072,438,29,2,0.0,29.0
4073,853,32,37,0.0,32.0
4074,20,13,30,0.0,13.0
4075,284,49,39,0.0,49.0
4076,495,5,9,0.0,5.0
4077,999,44,20,0.0,44.0
4078,268,50,15,0.0,50.0
4079,436,7,13,0.0,7.0
4080,505,12,30,0.0,12.0
4081,990,41,47,4.0,156.0
4082,788,38,25,0.0,38.0
4083,930,37,47,4.0,146.0
4084,202,4,20,0.0,4.0
4085,614,15,23,0.0,15.0
4086,374,43,40,0.0,43.0
4087,353,8,12,0.0,8.0
4088,872,45,15,0.0,45.0
4089,969,28,8,0.0,28.0
4090,17,6,2,0.0,6.0
4091,187,33,36,0.0,33.0
4092,797,16,2,0.0,16.0
4093,940,38,50,7.0,153.0
4094,321,35,1,0.0,35.0
4095,788,30,50,0.0,111.0
4096,127,47,44,0.0,47.0
4097,971,44,20,0.0,44.0
4098,623,3,26,1.0,3.0
4099,653,4,18,0.0,4.0
4100,414,10,4,0.0,10.0
4101,697,39,20,0.0,39.0
4102,104,10,32,0.0,10.0
4103,894,15,3,0.0,15.0
4104,417,36,13,0.0,36.0
4105,781,35,17,0.0,35.0
4106,939,48,40,0.0,48.0
4107,647,50,20,0.0,50.0
4108,759,33,2,0.0,33.0
4109,457,23,6,0.0,23.0
4110,347,11,8,0.0,11.0
4111,255,30,46,0.0,34.0
4112,116,44,23,0.0,44.0
4113,637,0,19,1.0,2.0
4114,219,15,4,0.0,15.0
4115,13,28,30,0.0,28.0
4116,903,29,9,0.0,29.0
4117,658,36,41,0.0,36.0
4118,944,5,39,0.0,9.0
4119,536,6,5,0.0,6.0
4120,536,43,16,0.0,43.0
4121,920,38,5,0.0,38.0
4122,283,49,35,0.0,49.0
4123,896,4,41,0.0,15.0
4124,378,20,16,0.0,20.0
4125,607,13,32,0.0,13.0
4126,169,31,17,0.0,31.0
4127,546,4,13,0.0,4.0
4128,198,24,5,0.0,24.0
4129,176,8,36,0.0,8.0
4130,392,17,14,0.0,17.0
4131,746,32,33,0.0,32.0
4132,588,21,9,0.0,21.0
4133,485,15,9,0.0,15.0
4134,784,42,4,0.0,42.0
4135,525,35,47,0.0,46.0
4136,447,12,44,0.0,25.0
4137,445,6,15,0.0,6.0
4138,777,5,47,5.0,5.0
4139,181,50,24,0.0,50.0
4140,346,20,22,0.0,20.0
4141,732,41,42,0.0,41.0
4142,748,1,38,0.0,8.0
4143,532,8,45,0.0,28.0
4144,259,20,20,0.0,20.0
4145,405,36,9,0.0,36.0
4146,914,13,24,0.0,13.0
4147,906,16,18,0.0,16.0
4148,530,5,20,0.0,5.0
4149,136,49,44,0.0,49.0
4150,636,28,35,0.0,28.0
4151,154,32,6,0.0,32.0
4152,684,14,16,0.0,14.0
4153,952,46,45,0.0,46.0
4154,365,1,1,2.0,1.0
4155,690,23,30,0.0,23.0
4156,162,6,27,0.0,6.0
4157,146,5,28,0.0,5.0
4158,850,21,21,0.0,21.0
4159,397,24,32,0.0,24.0
4160,325,46,23,0.0,46.0
4161,83,43,37,0.0,43.0
4162,390,13,41,0.0,13.0
4163,913,43,32,0.0,43.0
4164,865,9,17,0.0,9.0
4165,129,24,28,0.0,24.0
